registro,titulo,autor,codmat
6441,"INTRODUCCION A LA HISTORIA DE LA REVOLUCION FRANCESA","VOVELLE, MICHEL","909 V"
6452,"LANGMAN EMBRIOLOGIA MEDICA","SADLER, T. W.","611 S"
6454,"ESTRUCTURA NARRATIVA, LA","AYALA, FRANCISCO","800 A"
6455,"REPRODUCCION DE LOS ANIMALES DOMESTICOS","COLE, H.H.","636 C"
6456,"REPRODUCCION DE LOS ANIMALES DOMESTICOS","COLE, H.H.","636 C"
6457,"MICOLOGIA MEDICA VETERINARIA","JUNGERMAN, PAUL","636"
6458,"MICOLOGIA MEDICA VETERINARIA","JUNGERMAN, PAUL","636 J"
6459,"MICOLOGIA MEDICA VETERINARIA","JUNGERMAN, PAUL","636 J"
6460,"MICOLOGIA MEDICA VETERINARIA","JUNGERMAN, PAUL","636 J"
6461,"LITERATURA Y SUS TECNOCRACIAS, LA","MOUNIN, GEORGES","800 M"
6485,"MATEMATICAS FINANCIERAS","AYRES, FRANK","510 A"
6486,"MATEMATICAS FINANCIERAS","AYRES, FRANK","510 A"
6487,"MATEMATICAS FINANCIERAS","AYRES, FRANK","510 A"
6488,"MATEMATICAS FINANCIERAS","AYRES, FRANK","510 A"
6489,"MATEMATICAS FINANCIERAS","AYRES, FRANK","510 A"
6490,"GENETICA","STANFIELD, WILLIAM","575 S"
6492,"GENETICA","STANSFIELD, WILLIAM","575 S"
6494,"GENETICA","STANSFIELD, WILLIAM","575S"
6496,"FUNDAMENTOS DE FISICA MODERNA","EISBERG, ROBERT M.","530 E"
6497,"ADOLESCENCIA","GRINPER, ROBERT","150 G"
6498,"HISTORIA DE LA FILOLOGIA CLASICA","RIGHI, GAETANO","800 R"
6499,"INTRODUCCION A LA LINGUISTICA","MALBERG, BERTIL","410 M"
6500,"FUENTES MANUSCRITAS Y ESTUDIOS CRITICOS","DE SAUSSURE, FERDINAND","410 D"
6506,"ENSAYO HISPANO AMERICANO DEL SIGLO XX, EL","SKIRUS, JOHN","800 S"
6507,"BORGES UNA BIOGRAFIA LITERARIA","RODRIGUEZ M., EMIR","800 R"
6508,"TEORIA MARXISTA DE LA LETERARIA","GALLAS, HELGA","800 G"
6509,"EMANCIPACION LITERARIA DE HISPANOAMERICA, LA","PORTUONDO, JOSE ANTONIO","800 P"
6510,"UNA GRAMATICA DEL LENGUAJE LITERARIO","VALLEJO, FERNANDO","800 V"
6511,"AGOSTO 1914","SOLZHENITSIN, ALEXANDR","800S"
6512,"LETRAS HISPANICAS","LIDA, RAIMUNDO","800 L"
6513,"CUANDO QUIERO LLORAR NO LLORO","OTERO S.,MIGUEL","800 O"
6519,"PSICOLOGIA DE LA ADOLESCENCIA","HORROCKS, JOHN","150 H"
6520,"PSICOLOGIA DE LA ADOLESCENCIA","HORROCKS, JOHN","150 H"
6521,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","346 G"
6522,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","346 G"
6523,"TEMAS DE DERECHO ADMINISTRATIVO ESPECIAL","FERNANDEZ DE PEDRO, ANTONIO","346 F"
6529,"ECONOMIA","SAMUELSON, PAUL","330 S"
6530,"ECONOMIA","SAMUELSON, PAUL","330 S"
6531,"ECONOMIA","SAMUELSON, PAUL","330 S"
6532,"ADMINISTRACION DE PERSONAL","ODIORNE, GEORGE","658 O"
6533,"ADMINISTRACION DE PERSONAL","ODIORNE, GEORGE","658 O"
6534,"FUNDAMENTOS DE CIRUGIA ORTOPEDICA CANINA","DENNY, H.R.","636 D"
6535,"FUNDAMENTOS DE CIRUGIA ORTOPEDICA CANINA","DENNY, H.R.","636 D"
6539,"LIBRO PARA EDUCADORES DE NIÑOS EN EDAD PREESCOLAR","HESS, ROBERT","370 H"
6554,"INTRODUCCION A LA INVESTIGACION DE OPERACIONES","HILLIER, FREDERICK","658 H"
6556,"INTRODUCCION A LA SOCIOLOGIA","COHEN, BRUCE","301 C"
6557,"INTRODUCCION A LA SOCIOLOGIA","COHEN, BRUCE","301 C"
6558,"TRATADO DE ANATOMIA PATOLOGICA GENERAL VETERINARIA","POTEL, K.","636 P"
6559,"EPIDEMIOLOGIA DE ANIMALES DOMESTICOS","OCADIZ, JAVIER","636 O"
6560,"EPIDEMIOLOGIA DE ANIMALES DOMESTICOS","OCADIZ, JAVIER","636 O"
6561,"FISIOLOGIA ANIMAL","GORDON, MALCOLM S.","363 G"
6562,"FISIOLOGIA ANIMAL","GORDON, MALCOLM S.","636 G"
6563,"DESARROLLO DE LA PERSONALIDAD EN EL NIÑO","MUSSEN, PAUL H.","150 M"
6571,"TRATADO DE PARISITOLOGIA VETERINARIA","LEVINE, NORMAN","636 L"
6572,"INTRODUCCION A LOS ESTUDIOS LITERARIOS","LAPESA, RAFAEL","800 L"
6573,"INTRODUCCION A LA PSICOLOGIA SOCIAL","LINDGREN, HENRY CLAY","150 L"
6583,"ZINSSER MICROBIOLOGIA","JOKLIK, WOLFGANG K.","576 J"
6584,"GANADERIA EN REGIONES TROPICALES, LA","WILLISMSON, G.","636 W"
6586,"ANATOMIA DE LOS ANIMALES DOMESTICOS","KRAHMER, R.","636 K"
6587,"ANATOMIA DE LOS ANIMALES DOMESTICOS","KRAHMER, R.","636 K"
6588,"ANATOMIA DE LOS ANIMALES DOMESTICOS","KRAHMER, R.","636 K"
6589,"ANATOMIA DE LOS ANIMALES DOMESTICOS","KRAHMER, R.","636 K"
6590,"ANATOMIA DE LOS ANIMALES DOMESTICOS","KRAHMER, R.","636 K"
6591,"ENFERMEDADES INFECCIOSAS DE LOS ANIMALES DOMESTICOS","BEER, JOACHIM","636 B"
6592,"ENFERMEDADES INFECCIOSAS DE LOS ANIMALES DOMESTICOS","BEER, JOACHIM","636 B"
6593,"ELEMENTOS DE MICROBIOLOGIA","PELCZAR MICHAEL","576 P"
6594,"ELEMENTOS DE MICROBIOLOGIA","PELCZAR, MICHAEL","576P"
6616,"TESTIMONIOS SOBRE LA DEUDA Y LA REAFIRMACION ETNICA","MONTIEL, NEMESIO","301 M"
6617,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6618,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6619,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6620,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6621,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6622,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6623,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6624,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6625,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6626,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, F.S.","343 A"
6627,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO I","NEUNER, JOHN","657 N"
6628,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO I","NEUNER, JOHN","657 N"
6629,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO II","NEUNER, JOHN","657 N"
6630,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO II","NEUNER, JOHN","657 N"
6631,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6632,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6633,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6634,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6635,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6636,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6637,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6638,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6639,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6640,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6641,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6642,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6643,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6644,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6645,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6646,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6647,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6648,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6649,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ BERTI, LUIS","346 G"
6650,"COMPENDIO DE DERECHO MINERO VENEZOLANO","GONZALEZ, LUIS","346 G"
6651,"ANALISIS MACROECONOMICO","MAZA Z., DOMINGO F.","330 M"
6652,"ANALISIS MACROECONOMICO","MAZA Z., DOMINGO F.","330 M"
6653,"ANALISIS MACROECONOMICO","MAZA Z., DOMINGO F.","330 M"
6654,"ANALISIS MACROECONOMICO","MAZA Z., DOMINGO F.","330 M"
6657,"TEORIA MICROECONOMICA","FERGUSON, L.E.","330 F"
6658,"TEORIA MICROECONOMICA","FERGUSON, L.E.","330 F"
6659,"FUNDAMENTOS DE ADMINISTRACION","MUNCH, LOURDES","658 M"
6660,"CURSO DE CONTABILIDAD","FINNEY, MILLER","657 F"
6661,"CURSO DE CONTABILIDAD","FINNEY, MILLER","657 F"
6662,"CURSO DE CONTABILIDAD","FINNEY, MILLER","657 F"
6663,"CURSO DE CONTABILIDAD","FINNEY, MILLER","657 F"
6668,"CIENCIA DE LA BIOLOGIA, LA","WEISZ, PAUL","576W"
6669,"AMERICA ANGLOSAJONA, LA","FOHLEN, CLAUDE","909 F"
6670,"CONQUISTA Y EXPLOTACION","CHAUME, PIERRE","909CH"
6671,"MONARQUIAS EUROPEAS DEL SIGLO XVI, LAS","LAPEYRE, H.","909 L"
6672,"REFORMA, LA","DELUMEAU, JEAN","909 D"
6673,"EUROPA","BAPTISTA, JEAN","909 B"
6674,"HISTORIA DE LA HISTORIOGRAFIA VENEZOLANA","CARRERA, GERMAN","909 C"
6675,"HISTORIA DE LA HISTORIOGRAFIA VENEZOLANA","CARRERA, GERMAN","909 C"
6676,"PREHISTORIA DE SURAMERICA","SCHOBINGER, JUAN","909 S"
6677,"HISTORIA DE LA IDEA","VOYENNE, BERNARD","909 V"
6678,"GRIEGOS DE LA ANTIGUEDAD, LOS","FINLEY, M.I.","909 F"
6679,"PREHISTORIA E HISTORIA DEL PROXIMO ORIENTE","RIPOLL, EDUARDO","909 R"
6680,"VENEZUELA","LOMBARDI, JOHN","909 L"
6681,"EXPANSION EUROPEA Y DESCOLONIZACION","LOUISE, JEAN","909"
6682,"ASIA ORIENTAL SIGLOS XIX-XX","CHESNEAUX, JEAN","909CH"
6683,"EXPANSION EUROPEA, LA","CHAUMI, PIERRE","909CH"
6684,"EXPANSION EUROPEA (1600-1870), LA","MAURO, FREDERIC","909 F"
6685,"ROMA HISTORIA DE UN IMPERIO","BALSDON, P.R.","909 B"
6686,"AMERICA","GOTTMAN, JEAN","910 G"
6687,"ESTADISTICA APLICADA A LA ADMINISTRACION Y A LA ECONOMIA","KAZMIER, LEONARD","519 K"
6688,"MICROECONOMIA","SAVATORE, DOMINICK","330 S"
6693,"ADOLESCENCIA","GRINPER, ROBERT","150 G"
6694,"MUSICA Y PLASTICA EN LA ESCUELA","LAGO, PILAR","370 L"
6695,"COMO FOMENTAR LA CREATIVIDAD","MATEO, ELENA","370 M"
6696,"ESCUELA VIVA","DE LA VEGA, MARIA","370 D"
6697,"ENSEÑAR A JUGAR","CORTES, LIS","370 C"
6698,"EVALUACION PARA LA ORIENTACION ESCOLAR","DEL OLMO, FRANCISCO","370 D"
6699,"EVALUACION PARA LA ORIENTACION ESCOLAR","DEL OLMO, FRANCISCO","370 D"
6700,"VIDA EN EL JARDIN, LA","WILLS, C.D.","370 W"
6701,"HISTORIA GENERAL DE LA PEDAGOGIA","LARROYO","370 L"
6702,"HISTORIA GENERAL DE LA PEDAGOGIA","LARROYO","370 L"
6703,"HISTORIA GENERAL DE LA PEDAGOGIA","LARROYO, FRANCISCO","370 L"
6704,"HISTORIA GENERAL DE LA PEDAGOGIA","LARROYO","370 L"
6706,"AMERICA DEL SUR","HEIM, A.","910 H"
6707,"VENEZUELA HEROICA","BLANCO, EDUARDO","909 B"
6708,"TRATADO DE GEOGRAFIA FISICA GENERAL","BIROT, PIERRE","910 B"
6709,"TRATADO DE GEOGRAFIA FISICA GENERAL","BIROT, PIERRE","910 B"
6710,"HISTORIOGRAFIA MARXISTA VENEZUELA","CARRERA, GERMAN","909 C"
6711,"HISTORIOGRAFIA MARXISTA VENEZUELA","CARRERA, GERMAN","909 C"
6712,"INTRODUCCION AL PERIODISMO","FRASER, F.","070 F"
6713,"INTRODUCCION AL PERIODISMO","FRASER, F.","070 F"
6714,"SOCIEDAD Y LA EDUCACION EN AMERICA LATINA, LA","HAXIGHURSL, ROBERT","370 H"
6715,"SOCIEDAD Y LA EDUCACION EN AMERICA LATINA, LA","HAXIGHURSL, ROBERT","370 H"
6716,"SOCIEDAD Y LA EDUCACION EN AMERICA LATINA, LA","HAXIGHURSL, ROBERT","370 H"
6717,"SOCIEDAD Y LA EDUCACION EN AMERICA LATINA, LA","HAXIGHURSL, ROBERT","370 H"
6718,"MUNDO EN EL SIGLO XX (1900-1950), EL","SNYDER, LOUIS","909 S"
6719,"EUROPA EN EL SIGLO XII","GENICOT, LEOPOLD","909 G"
6720,"CONSERVACION TOMO I Y II","ELCHLER, ARTURO","574 E"
6721,"CONSERVACION TOMO I Y II","ELCHLER, ARTURO","574 E"
6722,"  HISTORIA CONTEMPORANEA GENERAL","PABON, JESUS","909 P"
6726,"PSICOLOGIA Y PEDAGOGIA","MERANI, ALBERT","150 M"
6732,"TEORIAS CONTEMPORANEAS DEL APRENDIZAJE","HILL, WINFRED","370 H"
6733,"TEORIAS CONTEMPORANEAS DEL APRENDIZAJE","HILL, WINFRED","370 H"
6734,"TEORIAS CONTEMPORANEAS DEL APRENDIZAJE","HILL, WINFRED","370 H"
6735,"TEORIAS CONTEMPORANEAS DEL APRENDIZAJE","HILL, WINFRED","370 H"
6736,"EVALUACION DE LOS APRENDIZAJES","LAFOURCADE, PEDRO","370 B"
6737,"CURRICULUM INTEGRAL, EL","PEÑALOZA, WALTER","370 p"
6738,"INTERESES COGNOSITIVOS EN LOS ESCOLARES, LOS","SCHUKINA, G.I.","370 S"
6739,"ASIMILACION CONSIENTE EN LA ESCUELA, LA","GANELIN, S.I.","370 G"
6740,"GENESIS DE LOS DEPORTES, LA","LE'FLOC'HMOAN, JEAN","370 L"
6741,"TECNOLOGIA DE LA ENSEÑANZA","SKINNER, B.J.","370 S"
6742,"TECNOLOGIA DE LA ENSEÑANZA","SKINNER, B.J.","370 S"
6743,"TEORIA MARXISTA DE LA EDUCACION","SUCHODOLSKI, B.","370 S"
6744,"TEORIA MARXISTA DE LA EDUCACION","SUCHODOLSKI, B.","370 S"
6745,"TEORIA MARXISTA DE LA EDUCACION","SUCHODOLSKI, B.","370 S"
6746,"PROBLEMAS DE EDUCACION CONTEMPORANEA","U.C.V.","370 U"
6747,"PROBLEMAS DE EDUCACION CONTEMPORANEA","U.C.V.","370 U"
6748,"INTRODUCCION A LA PEDAGOGIA","DEBESSE, M.","370 D"
6749,"INTRODUCCION A LA PEDAGOGIA","DEBESSE, M.","370 D"
6750,"INTRODUCCION A LA PEDAGOGIA","DEBESSE, M.","370 D"
6751,"INTRODUCCION A LA PEDAGOGIA","DEBESSE, M.","370 D"
6752,"INTRODUCCION A LA PEDAGOGIA","DEBESSE, M.","370 D"
6753,"SOCIOLOGIA DE LA EDUCACION","ALBRONOZ, ORLANDO","370 A"
6754,"SOCIOLOGIA DE LA EDUCACION","ALBORNOZ, ORLANDO","370 A"
6755,"PROCESO DE ENSEÑANZA EN LA ESCUELA, EL","DANILOV, M.A.","370 D"
6756,"DESARROLLO DEL PENSAMIENTO EN EL ESCOLAR","SHORDAKOV, M.N.","370 S"
6757,"PSICOLOGIA DEL NIÑO ESCOLAR","CLAUSS, G.","370 C"
6758,"DESARROLLO EN EL PENSAMIENTO DEL ESCOLAR","SCHOVROAKOV, M.N.","370 S"
6759,"DESARROLLO EN EL PENSAMIENTO DEL ESCOLAR","SCHOVROAKOV, M.N.","370 S"
6760,"DESARROLLO EN EL PENSAMIENTO DEL ESCOLAR","SCHOVROAKOV, M.N.","370 S"
6761,"CREACIONES EDUCATIVAS PARA ESCUELA PRIMARIA VENEZOLANA","EVEDE","370 E"
6762,"FILOSOFIA CONTEMPORANEA","GAOS, JOSE","100 G"
6763,"FILOSOFIA CONTEMPORANEA","GAOS, JOSE","100 G"
6764,"HISTORIA DE LA PEDAGOGIA I","DEBESSE, M.","370 D"
6765,"HISTORIA DE LA PEDAGOGIA I","DEBESSE, M.","370 D"
6766,"HISTORIA DE LA PEDAGOGIA I","DEBESSE, M.","370 D"
6767,"HISTORIA DE LA PEDAGOGIA II","DEBESSE, M.","370 D"
6768,"HISTORIA DE LA PEDAGOGIA II","DEBESSE, M.","370 D"
6769,"HISTORIA DE LA PEDAGOGIA II","DEBESSE, M.","370 D"
6770,"PEQUEÑA HISTORIA DE LAS GRANDES DOCTRINAS LITERARIAS EN FRANCIA","VAN I., PHILIPPE","800 V"
6771,"PEQUEÑA HISTORIA DE LAS GRANDES DOCTRINAS LITERARIAS EN FRANCIA","VAN I., PHILIPPE","800 V"
6772,"LITERATURA OCCIDENTAL, LA","SERRANO, SEGUNDO","800 S"
6773,"INTERPRETACION CRITICAS","LEVIN, HARRY","800 C"
6774,"OBRA NARRATIVA DE ALEJO CARPENTIER","MARQUEZ, ALEXIS","800 M"
6775,"DOTOIEVSKI: EL REALISMO ROMANTICO","FANGER, DONALD","800 F"
6776,"ASEDIO A GUILLERMO MENESES","MACHADO, ARLETTE","800 M"
6777,"SER Y LA CONCIENCIA, EL","RUBINSTEIN, S.L.","150 R"
6778,"LITERATURA Y REVOLUCION EN LA RUSIA SOVIETICA","HAYWARD, MAX","800 H"
6779,"FORMALISMO Y ESTRUCTURALISMO","D'ARCO., SILVIO","800 D"
6780,"NOVELA EN LA ANTIGUEDAD CLASICA, LA","MILLARES, CARLOS","800 M"
6781,"LITERATURA HEBRAICO-ESPAÑOLA","MILLAS, J.M.","800 M"
6782,"LITERATURA ESPAÑOLA","ONRUBIA, JOSE","800 O"
6783,"LITERATURA ARABE","VIERNET, JUAN","800 V"
6784,"QUE ES LA LITERATURA?","SARTRE, JEAN PAUL","800 S"
6785,"CONCEPTOS DE CRITICAS LITERARIAS","WELLEK, RENE","800 W"
6786,"CONCEPTOS DE CRITICAS LITERARIAS","WELLEK, RENE","800 W"
6787,"MENTIRA ROMANTICA Y VERDAD NOVELESCA","GIRARD, RENE","800 G"
6788,"GRANDES NOVELAS INGLESAS DEL SIGLO XX","KARL, FREDERICH","800 K"
6789,"PROSA DE FICCION EN VENEZUELA, LA","RATCLIFF, DILL","800 R"
6790,"HISTORIA CONTEMPORANEA DE AMERICA LATINA","HALPERIN, TULIO","909 H"
6791,"ROMULO GALLEGOS Y SU TIEMPO","LISCANO, JUAN","800 L"
6792,"ROMULO GALLEGOS Y SU TIEMPO","LISCANO, JUAN","800 L"
6793,"DEMOCRACIA Y EDUCACION","DEWEY, JOHN","370 D"
6794,"DEMOCRACIA Y EDUCACION","DEWEY, JOHN","370 D"
6795,"UN NUEVO CONCEPTO DEL PERIODISMO","COPPLE, NEALE","070 C"
6796,"CUESTIONES DE HISTORIOGRAFIA VENEZOLANA","CARRERA, GERMAN","909 C"
6797,"CUESTIONES DE HISTORIOGRAFIA VENEZOLANA","CARRERA, GERMAN","909 C"
6798,"CUESTIONES DE HISTORIOGRAFIA VENEZOLANA","CARRERA, GERMAN","909 C"
6799,"PENSAMIENTO DE PLATON, EL","CHATELET, FRANCOIS","100CH"
6800,"ESTRUCTURA DEL UNIVERSO","SCHATZMAN, E.L.","910 S"
6801,"UNIVERSO, EL","HACK, MARGHERITA","910 H"
6802,"INTRODUCCION A LA PSICOLOGIA","COHEN, JOHN","150 C"
6803,"FILOSOFIA GRIEGA, LA","WERNER, CHARLES","100 W"
6804,"CURSO DE HISTORIA DE LA FILOSOFIA","DIAZ, PEDRO LUIS","100 D"
6805,"BUSQUEDA DE LA VERDAD, LA","BISSIERES, RERE","100 B"
6806,"HISTORIA DE LA LITERATURA ESPAÑOLA","VALBUENA P., ANGEL","800 V"
6807,"HISTORIA DE LA LITERATURA ESPAÑOLA","VALBUENA P., ANGEL","800 V"
6808,"HISTORIA DE LA LITERATURA ESPAÑOLA","VALBUENA P., ANGEL","800 V"
6809,"HISTORIA DE LA LITERATURA ESPAÑOLA","VALBUENA P., ANGEL","800 V"
6810,"REVOLUCIONES BURGUESAS, LAS TOMO 1","HOBSBAWN, ERIC J.","909 H"
6811,"REVOLUCIONES BURGUESAS, LAS TOMO 2","HOBSBAWN, ERIC J.","909 H"
6812,"REPUBLICA O EL ESTADO, LA","PLATON","100 P"
6813,"IMPERIO DE LA NOTICIA, EL","MUJICA, HECTOR","070 M"
6814,"PERIODISMO Y LUCHA DE CLASES","TAUFIC, CAMILO","070 C"
6815,"LOGICA DEL CINE: CREACION Y ESPECTACULO","LAFFAY, A.","070 M"
6816,"PROBLEMAS DE SOCIOLOGIA Y FILOSOFIA","UNIVERSIDAD SHDANOW","100 U"
6817,"EDUCACION COMO PRACTICA DE LA LIBERTAD, LA","FREIRE, PAULO","370 F"
6818,"ESTETICA DEL CINE","ANGEL, HENRI","070 A"
6819,"CINE NEORREALISTA ITALIANO, EL","CASTELLO, G.","070 C"
6820,"RETARDO EN EL DESARROLLO: TEORIA Y PRACTICA, EL","GALGUERA, ISABEL","150 G"
6821,"ESTUDIOS DE LITERATURAS ROMANTICAS","HATZFELD, HELMUT","800 H"
6822,"RUBEN DARIO Y LA EDAD MEDIA","LOPEZ, FRANCISCO","800 L"
6823,"ESTRUCTURAS DE LA NOVELA ACTUAL","BAGUERO, MARIANO","800 M"
6824,"DOS ESTUDIOS DE LITERATURA ESPANOLA","MAUCINI, GUIDO","800 M"
6825,"SOBRE LA PROSA LITERARIA","SKLOVSKI, VICTOR","800 S"
6826,"CONOCIMIENTO HISTORICO, EL","MARROU, H.I.","909 M"
6827,"INICIACION A LA CRITICA HISTORICA","HALKIN, LEON","909 H"
6828,"INICIACION A LA CRITICA HISTORICA","HALKIN, LEON","909 H"
6829,"CULTURA EGIPCIA, LA","WILSON, JOHN A.","909 W"
6830,"TEMAS DE HISTORIA SOCIAL Y DE LAS IDEAS","CARRERA, GERMAN","909 C"
6831,"TEMAS DE HISTORIA SOCIAL Y DE LAS IDEAS","CARRERA, GERMAN","909 C"
6832,"CIENCIA DE LA ZOOLOGIA, LA","WEISZ, PAUL B.","519 W"
6833,"HISTORIA DE LA EDUCACION","GALINO, MARIA","370 A"
6834,"ESTUDIOS HISTORICOS ORIGENES VENEZOLANOS","ROJAS, ARISTIDES","800 R"
6835,"LATINOAMERICA Y EL MUNDO","ZEA, LEOPOLDO","909 Z"
6836,"LATINOAMERICA Y EL MUNDO","ZEA, LEOPOLDO","909 Z"
6838,"BREVE HISTORIA DE AMERICA LATINA","CUNED, DARDO","909 C"
6839,"INVESTIGACION SOBRE MATERIALES DE LA ESCUELA VENEZOLANA","DE ACOSTA GLADYS","370 D"
6840,"PROCESO DE LA EDUCACION, EL","BRUNER","370 B"
6841,"LITERATURA Y SUBLITERATURA","SERRANO, SEGUNDO","800 S"
6842,"RUBEN DARIO Y EL MODERNISMO","RAMA, ANGEL","800 R"
6843,"PIO TAMAYO Y LA VANGUARDIA","AGUDO, RAUL","800 A"
6845,"REVOLUCION DE LAS FANTASIAS,LA","RANGEL,DOMINGO","909 R"
6846,"DOMINADOR CAUTIVO, EL","CARRERO, GERMAN","909C"
6847,"DOMINADOR CAUTIVO, EL","CARRERA, GERMAN","909C"
6848,"VENEZUELAS DEL SIGLO VEINTE, LAS","CABALLERO, MANUEL","909 C"
6849,"VENEZUELAS DEL SIGLO VEINTE, LAS","CABALLERO, MANUEL","909 C"
6851,"DICCIONARIO ESPAÑOL-INGLES, ENGLISH-SPANISH.","COLLINS ESTUDIANTIL","017-C"
6852,"NECESARIA REFORMA DEL ESTADO, LA","CARRERA, GERMAN","909 C"
6855,"PERFIL DE LA TEORIA MODERNA DE LA EDUCACION","RAVAGLIOLI, FABRIZIO","370 R"
6856,"PERFIL DE LA TEORIA MODERNA DE LA EDUCACION","RAVAGLIOLI, FABRIZIO","370 R"
6857,"PERFIL DE LA TEORIA MODERNA DE LA EDUCACION","RAVAGLIOLI, FABRIZIO","370 R"
6858,"PERFIL DE LA TEORIA MODERNA DE LA EDUCACION","RAVAGLIOLI, FABRIZIO","370 R"
6859,"PERFIL DE LA TEORIA MODERNA DE LA EDUCACION","RAVAGLIOLI, FABRIZIO","370 R"
6865,"SOBRE EL METODO MARXISTA","LOWY, MICHEL","100 L"
6866,"SOBRE EL METODO MARXISTA","LOWY, MICHEL","100 L"
6867,"SOBRE EL METODO MARXISTA","LOWY, MICHEL","100 L"
6868,"GEOGRAFIA","ALBALADEJO, GINE","910 A"
6869,"GEOGRAFIA","ALBALADEJO, GINE","620 A"
6870,"ESTUDIO ETNOGRAFICO DEL COMPORT. MAGICO RELIG. EN LA VENEZ. CONTEMP.","VARGAS, CESAR","301 V"
6871,"ESTUDIO ETNOGRAFICO DEL COMPORT. MAGICO RELIG. EN LA VENEZ. CONTEMP.","VARGAS, CESAR","301 V"
6872,"ESTUDIO ETNOGRAFICO DEL COMPORT. MAGICO RELIG. EN LA VENEZ. CONTEMP.","VARGAS, CESAR","301 V"
6873,"ESTUDIO ETNOGRAFICO DEL COMPORT. MAGICO RELIG. EN LA VENEZ. CONTEMP.","VARGAS, CESAR","301 V"
6874,"ESTUDIO ETNOGRAFICO DEL COMPORT. MAGICO RELIG. EN LA VENEZ. CONTEMP.","VARGAS, CESAR","301 V"
6875,"PARASITOLOGIA Y ENFERMEDADES PARASITARIAS.","SOULSBY, E. J.","636S"
6876,"PARASITOLOGIA Y ENFERMEDADES PARASITARIAS","SOULSBY, E. J.","636 S"
6877,"PARASITOLOGIA Y ENFERMEDADES PARASITARIAS","SOULSBY, E.","636 S"
6878,"PARASITOLOGIA Y ENFERMEDADES PARASITARIAS","SOULSBY, E. J","636 S"
6879,"PARASITOLOGIA Y ENFERMEDADES PARASITARIAS EN LOS ANIMALES DOMESTICOS","SOULSBY,E.J.","636 S"
6885,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657 B"
6886,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657 B"
6887,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657 B"
